p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
1.71098742242377e-20	1.61087358081937	0.255	0.102	2.34644815111196e-16	2	PRKCH
2.04728715693348e-20	1.26746464337006	0.402	0.222	2.80764960701858e-16	2	SUN2
3.70071004510648e-20	1.17509661261975	0.34	0.159	5.07515375585903e-16	2	RHOC
3.12182862082972e-19	1.39274826987044	0.381	0.207	4.28127577060588e-15	2	ALOX5AP
3.95871918334065e-19	1.12300661379876	0.579	0.435	5.42898748803336e-15	2	PLAC8
1.08466045919636e-18	1.43055218237342	0.336	0.174	1.48750335374188e-14	2	HSPA5
1.28014009972057e-18	0.951178058999799	0.541	0.389	1.75558413275679e-14	2	CCND3
1.30031579621379e-18	1.27157335053682	0.404	0.232	1.78325308292759e-14	2	DUSP2
1.70856704029359e-18	0.460622674475894	0.825	0.687	2.34312883905862e-14	2	IFITM2
3.92743980246449e-18	0.379665223512469	1	0.991	5.3860909450998e-14	2	ACTB
2.18105359763808e-17	0.454292192936592	0.82	0.723	2.99109690380086e-13	2	PSME1
3.66766282900136e-17	1.49128387067662	0.251	0.104	5.02983280369246e-13	2	CD8B
8.84283022987071e-17	0.533274570177167	0.678	0.514	1.21270573772447e-12	2	GIMAP7
3.02184628394056e-16	0.387254387591671	0.943	0.842	4.14415999379609e-12	2	SH3BGRL3
1.57148316637431e-15	0.42276620689037	0.903	0.797	2.15513201436573e-11	2	DDX5
1.99469821788871e-15	1.22401394867324	0.452	0.31	2.73552913601258e-11	2	HLA-F
3.10671422761386e-15	0.586121385728382	0.809	0.73	4.26054789174964e-11	2	PPIA
9.12749458544853e-15	1.13085178475385	0.255	0.122	1.25174460744841e-10	2	OPTN
9.41298543860158e-15	1.36654551373287	0.279	0.144	1.29089682304982e-10	2	FYN
3.03242272611333e-14	0.660906933789342	0.636	0.518	4.15866452659182e-10	2	HSP90AA1
3.13957036810724e-14	1.0728903146906	0.364	0.224	4.30560680282227e-10	2	HSP90B1
4.21308009816061e-14	0.713316179414587	0.813	0.749	5.77781804661746e-10	2	TXNIP
9.83620831836965e-14	0.829056160747248	0.577	0.457	1.34893760878121e-09	2	PPIB
2.22608892483777e-13	1.0839103830403	0.397	0.258	3.05285835152252e-09	2	CALR
3.80067333187106e-13	1.08948251494798	0.286	0.156	5.21224340732798e-09	2	ABI3
8.39274776202578e-13	0.602369002919255	0.901	0.857	1.15098142808422e-08	2	ACTG1
1.14156993660664e-12	1.24547815679083	0.293	0.165	1.56554901106235e-08	2	PIM1
1.63623897385991e-12	0.790231507227892	0.582	0.437	2.24393812875148e-08	2	PSMB8
2.57179551716242e-12	0.652496472344654	0.605	0.503	3.52696037223654e-08	2	PPP1CA
2.93758324522908e-12	0.54508091291373	0.671	0.57	4.02860166250717e-08	2	PSMB9
8.35756655027158e-12	0.79479789879395	0.418	0.292	1.14615667670424e-07	2	HNRNPA3
1.23378458720265e-11	0.729429776252561	0.44	0.295	1.69201218288971e-07	2	STK17A
1.28149916276886e-11	0.891568100358641	0.508	0.396	1.75744795182122e-07	2	CAP1
1.30507769227045e-11	0.341321865653117	0.903	0.843	1.78978354717969e-07	2	MYL6
1.78558828739244e-11	0.955482048285872	0.397	0.283	2.44875577732999e-07	2	SELT
1.86905687760964e-11	0.800136611489602	0.421	0.299	2.56322460195387e-07	2	CD2
1.93083535905266e-11	1.13957266149162	0.291	0.173	2.64794761140482e-07	2	ARL6IP1
1.99316634237841e-11	1.41784205828244	0.369	0.247	2.73342832193775e-07	2	TMEM50A
2.35785702190327e-11	1.09733265174179	0.293	0.175	3.23356511983815e-07	2	EFHD2
2.72932342465567e-11	0.839916964892086	0.319	0.196	3.74299414457278e-07	2	BTN3A2
3.28266411730502e-11	1.16922094550072	0.303	0.185	4.50184557047211e-07	2	LAMP1
3.70862722331606e-11	0.968944920491606	0.27	0.152	5.08601137405564e-07	2	CCDC107
4.33766998331248e-11	0.606484920893515	0.655	0.544	5.94868061511473e-07	2	UCP2
6.48334776741122e-11	0.536589154052175	0.61	0.471	8.89126312822774e-07	2	AES
6.9424582853052e-11	0.997392753836055	0.331	0.214	9.52088729246755e-07	2	TAP1
9.20410349208037e-11	1.12936525947275	0.26	0.146	1.2622507529039e-06	2	BZW1
1.25223536056074e-10	0.570437427752857	0.544	0.439	1.71731557347299e-06	2	PTPRC
1.27444475462676e-10	0.711605843288544	0.331	0.21	1.74777353649514e-06	2	TERF2IP
1.76689436936861e-10	1.11855707668941	0.277	0.165	2.42311893815211e-06	2	RASSF5
1.77053240969867e-10	0.474105765362225	0.586	0.503	2.42810814666076e-06	2	TMBIM6
1.99812215559586e-10	1.02267835830966	0.314	0.2	2.74022472418417e-06	2	PRMT2
2.81826242660156e-10	0.546120231485162	0.615	0.461	3.86496509184137e-06	2	CD3E
3.30328555655383e-10	0.920388521252008	0.277	0.164	4.53012581225793e-06	2	RPA2
3.53322519780715e-10	0.842884567512025	0.343	0.224	4.84546503627273e-06	2	PPP2R5C
6.27799492978084e-10	0.7904079149558	0.475	0.37	8.60964224670145e-06	2	LCP1
6.58199366828537e-10	0.517467415391468	0.652	0.535	9.02654611668655e-06	2	PSME2
8.12263841696418e-10	0.887837518351487	0.319	0.201	1.11393863250247e-05	2	LAT
1.18316158641545e-09	0.827929250921127	0.444	0.339	1.62258779961015e-05	2	PSMB10
1.43749081072367e-09	0.617352320919902	0.61	0.503	1.97137489782645e-05	2	CD3D
1.71270199618904e-09	0.956110405416642	0.345	0.236	2.34879951757365e-05	2	TMED9
2.20716659598827e-09	0.535689571689786	0.572	0.483	3.02690826973831e-05	2	HNRNPK
2.84276668120885e-09	0.643153056350852	0.669	0.631	3.89857022660982e-05	2	HNRNPA2B1
2.85268858931529e-09	0.93462294607661	0.286	0.182	3.91217713138699e-05	2	DSTN
3.46754191117078e-09	0.328775275902721	0.929	0.832	4.75538697697961e-05	2	CYBA
8.72158976455609e-09	0.431080014938867	0.723	0.666	0.000119607882031122	2	HSPA8
8.89791321893454e-09	0.627196683176127	0.504	0.398	0.000122025981884468	2	ACTR3
1.15901040778663e-08	0.550173374112563	0.53	0.434	0.000158946687323858	2	BST2
1.56994048335405e-08	0.864647268174415	0.331	0.234	0.000215301637887175	2	BSG
1.62269699119806e-08	0.390784067683231	0.835	0.796	0.000222536665372902	2	ARPC2
1.94518089270394e-08	0.761232557541805	0.39	0.289	0.000266762107625419	2	SPCS2
3.84074559500117e-08	1.00900609344781	0.288	0.193	0.00052671985089846	2	WIPF1
7.98408212561893e-08	0.364143880845175	0.624	0.531	0.00109493702270738	2	LSP1
8.75245742124248e-08	0.306828811138915	0.52	0.443	0.00120031201074919	2	ARL6IP5
8.96808141835865e-08	0.624691183562311	0.381	0.288	0.00122988268571371	2	FAM49B
1.12263566575383e-07	0.890273232139319	0.319	0.222	0.0015395825520148	2	P4HB
1.18432607234617e-07	0.43296036666195	0.617	0.516	0.00162418477561553	2	EVL
1.57418947160426e-07	0.892022061928774	0.274	0.183	0.00215884344135808	2	CFLAR
2.28689491433801e-07	0.697892705266736	0.385	0.303	0.00313624768552314	2	ARPC4
2.29500723876419e-07	0.717309946326439	0.414	0.331	0.00314737292724121	2	CD164
3.44419351040411e-07	1.14275771705151	0.26	0.176	0.0047233669801682	2	DDOST
3.63158092520568e-07	0.533244170848576	0.466	0.386	0.00498035008082706	2	TMEM59
4.07836794507039e-07	0.851653212459174	0.355	0.271	0.00559307379986953	2	IRF1
5.31214309919142e-07	1.00750018376784	0.253	0.17	0.00728507304623111	2	HMOX2
5.3235454587784e-07	0.61792513620438	0.532	0.471	0.0073007102421687	2	GUK1
5.81588613891047e-07	0.734472474501184	0.395	0.305	0.00797590625090182	2	SEC61B
7.20227894951238e-07	0.52513543293671	0.447	0.378	0.00987720535136127	2	C11orf58
7.22449474852874e-07	0.550582939220934	0.411	0.335	0.00990767209813232	2	SNRPB
7.74935525038748e-07	0.509220599466266	0.749	0.699	0.0106274657903814	2	CIRBP
9.09275519371087e-07	0.636257150192135	0.43	0.352	0.0124698044726551	2	C9orf16
9.82654632051339e-07	0.610841138014505	0.43	0.363	0.0134761256239521	2	GHITM
1.01701277953143e-06	0.667555443415163	0.537	0.462	0.013947313258494	2	SRSF3
1.49664521345638e-06	0.357953613474098	0.676	0.625	0.0205249924573408	2	HMGB1
1.55398310058497e-06	0.899188363490655	0.281	0.2	0.0213113242414222	2	FLNA
1.84014749508416e-06	0.370317703039819	0.787	0.724	0.0252357827475842	2	EMP3
2.08189684125595e-06	0.59658530650389	0.416	0.344	0.0285511332809841	2	DBI
2.15503440320857e-06	1.13438283156708	0.34	0.262	0.0295541418056024	2	SCP2
2.30572914757669e-06	0.735064523800304	0.329	0.25	0.0316207695298667	2	WDR1
2.57244938907914e-06	0.295439612952166	0.52	0.448	0.0352785709218313	2	GIMAP4
3.86126601818835e-06	0.748685969633091	0.305	0.228	0.0529534021734351	2	PDIA6
4.54370936194564e-06	0.396799141772367	0.612	0.571	0.0623124301897226	2	EIF3G
5.05554022982023e-06	0.460498259403754	0.52	0.457	0.0693316787117546	2	PSMB1
6.34805675657754e-06	0.702275871962372	0.374	0.299	0.0870572503597044	2	OSTF1
7.52340073027346e-06	1.09176981448678	0.293	0.214	0.10317591761497	2	CDC37
7.55513539245757e-06	0.806066863595482	0.404	0.339	0.103611126772163	2	NDUFB2
7.94499904885019e-06	0.58327164285663	0.376	0.301	0.108957716955932	2	HNRNPM
8.12876676884604e-06	0.538877341766028	0.506	0.447	0.111477907467955	2	VAMP2
8.93129221262381e-06	0.778135534844432	0.357	0.272	0.122483741403923	2	GIMAP5
9.31872646319713e-06	0.674777465170503	0.279	0.203	0.127797014716285	2	IMP3
9.95635135036028e-06	0.287075374377995	0.875	0.853	0.136541402418841	2	SERF2
1.10086786327575e-05	0.646638562089979	0.3	0.224	0.150973018769636	2	GADD45B
1.18275863721929e-05	0.62446375248082	0.281	0.204	0.162203519508254	2	CKLF
1.32502535728875e-05	0.297388730838288	0.6	0.552	0.181713977498579	2	CAPZB
1.39003980970625e-05	0.767182874906448	0.274	0.2	0.190630059503115	2	IL10RA
1.63515461859867e-05	0.60953697470217	0.364	0.29	0.224245104394621	2	TBC1D10C
1.69964570074608e-05	0.666823904061551	0.362	0.296	0.233089411400317	2	BAX
1.72971232347735e-05	0.459606076073874	0.31	0.236	0.237212748041684	2	CD47
1.79407364152875e-05	0.700575996397725	0.26	0.189	0.246039259199253	2	JAK1
1.79412749957185e-05	0.7994748564756	0.338	0.277	0.246046645291283	2	NDUFB7
1.94032639102898e-05	0.702926553890577	0.449	0.384	0.266096361265715	2	SRSF2
1.95183788433054e-05	0.267762754229137	0.835	0.801	0.26767504745709	2	CORO1A
2.83154092503296e-05	1.02546645144714	0.274	0.202	0.38831752245902	2	BUB3
3.0044498708527e-05	0.679744052316094	0.274	0.205	0.41203025528874	2	SDHC
3.83454604525422e-05	0.87012190131008	0.279	0.211	0.525869644646163	2	CAPN2
4.77638550253938e-05	0.558759376027653	0.366	0.308	0.655033507818251	2	PAIP2
5.90815107575378e-05	0.50469285734952	0.307	0.241	0.810243838528873	2	TUBA4A
6.08268558554434e-05	0.541005270031782	0.409	0.367	0.834179501201551	2	CDC42
6.88019919223127e-05	0.851223247516036	0.281	0.216	0.943550517222596	2	SIGIRR
7.48658637086388e-05	0.452600305553487	0.511	0.458	1	2	DRAP1
7.97318989500034e-05	0.520538739972645	0.364	0.302	1	2	ENSA
8.93580099437332e-05	0.462976636200881	0.437	0.394	1	2	NDUFB8.1
0.000115659184403468	0.326847832574627	0.532	0.477	1	2	SRSF7
0.000116915917258271	0.309984643032347	0.506	0.46	1	2	SKP1
0.000149945262349854	0.742235335645318	0.307	0.252	1	2	LMAN2
0.000165710056421444	0.579009328887812	0.281	0.222	1	2	MED10
0.000199048674133952	0.604792763931542	0.277	0.211	1	2	CDKN2D
0.000213535307878959	0.558230344280565	0.296	0.233	1	2	KMT2E
0.000233283383598364	0.487385377032417	0.296	0.234	1	2	POLR2G
0.000278018476412581	0.359970119200394	0.381	0.305	1	2	MT2A
0.000292060854614966	0.559849415651099	0.314	0.259	1	2	SRI
0.000320803342420513	0.551718344094372	0.298	0.232	1	2	CTSD
0.000381522903067906	0.262506262669759	0.726	0.712	1	2	CHCHD2
0.000394439397101838	0.40863577751316	0.305	0.24	1	2	BIN1
0.000443979865048892	0.484418002560277	0.348	0.282	1	2	GYPC
0.000461830936483838	0.581950475646815	0.286	0.229	1	2	HMGN3
0.000461892636649112	0.735106468117312	0.27	0.216	1	2	GLIPR2
0.000590187255145575	0.320648932429764	0.468	0.432	1	2	COPE
0.000594914515877806	0.499401403717663	0.293	0.237	1	2	SRSF11
0.000599443408718887	0.612165341479329	0.284	0.231	1	2	ARHGEF1
0.00064281340651492	0.608658246453442	0.281	0.231	1	2	UBE2L3
0.000697194546932389	0.266991058845512	0.392	0.346	1	2	RBM39
0.000717006087142346	0.625584845467957	0.255	0.197	1	2	HNRNPR
0.0008063213038626	0.526365878981541	0.251	0.199	1	2	POLR3GL
0.000806361682271671	0.587078034399476	0.279	0.226	1	2	MYO1G
0.000809094892452531	0.259344190902304	0.485	0.449	1	2	ARF1
0.000834789579724625	0.452503217884437	0.317	0.269	1	2	MEAF6
0.000859712277283927	0.716477882358972	0.31	0.262	1	2	PSMA5
0.000870103390849697	0.539487275203389	0.312	0.261	1	2	ECH1
0.000930920110423259	0.565898305518644	0.414	0.375	1	2	HNRNPF
0.000987918873940311	0.360560152987956	0.674	0.646	1	2	KLF6
0.00101490046841111	0.32618174895849	0.267	0.22	1	2	RALY
0.0010513462388462	0.607307200331638	0.272	0.217	1	2	CD97
0.00108573330760273	0.330409034495809	0.511	0.486	1	2	PARK7
0.00108582813904059	0.489652328144949	0.27	0.213	1	2	DDIT4
0.00110736891237479	0.476563396071673	0.296	0.247	1	2	SEPW1
0.00119445491755394	0.396444541829175	0.319	0.267	1	2	NCOR1
0.00119464741704415	0.42368206836477	0.655	0.633	1	2	IER2
0.0012028463244139	0.288251316970929	0.369	0.325	1	2	SRP9
0.00120601468468256	0.38141527328512	0.279	0.223	1	2	PSMA2.1
0.00130892649691262	0.273029730662776	0.44	0.403	1	2	PTGES3
0.00145511273363876	0.56590980774555	0.293	0.25	1	2	BUD31
0.00150422999716789	0.544021833000453	0.26	0.211	1	2	CDC42SE1
0.00167074026174411	0.39257920664169	0.35	0.306	1	2	RAB7A
0.00167338360292462	0.421389335289575	0.343	0.293	1	2	PSMD8
0.00208516565817684	0.674239657090896	0.352	0.311	1	2	TUBB
0.00209771184308901	0.481175598692422	0.262	0.215	1	2	RPS27L
0.00240406350399933	0.507732360414828	0.279	0.235	1	2	XRCC5
0.00287652834021833	0.53936752272918	0.34	0.296	1	2	ACAP1
0.00324732514593684	0.491008350438606	0.324	0.281	1	2	AURKAIP1
0.00325176393355848	0.575029471349178	0.255	0.21	1	2	NUDC
0.00349163865540979	0.36337473837234	0.345	0.298	1	2	KRTCAP2
0.00366049506883981	0.326310155395788	0.582	0.562	1	2	ATP6V0E1
0.00401234068849739	0.474500340328479	0.288	0.245	1	2	MAP1LC3B
0.00407900188064973	0.451724071029921	0.272	0.226	1	2	IK
0.00431907523712585	0.883610325945723	0.281	0.238	1	2	RPS19BP1
0.00463990744178618	0.38054215707804	0.35	0.308	1	2	SON
0.00504664866614702	0.450663816558623	0.582	0.56	1	2	PSMA7
0.00520685698993025	0.533413133452031	0.272	0.232	1	2	CELF2
0.00578725005931346	0.437842718166919	0.459	0.427	1	2	EID1
0.00617432452396178	0.433222712475306	0.355	0.32	1	2	GIMAP1
0.00628970384133134	0.344500948475981	0.267	0.228	1	2	STUB1
0.00629270329243215	0.522046890635362	0.274	0.235	1	2	DOK2
0.00640075398060421	0.268099014319759	0.629	0.621	1	2	C19orf43
0.00678672598661935	0.560547276575906	0.27	0.231	1	2	PGAM1
0.00718420966907344	0.322078425756903	0.619	0.618	1	2	SSR2
0.00780671003433684	0.388219709600081	0.31	0.281	1	2	PSMD4
0.00796355727501049	0.532587655319104	0.255	0.219	1	2	SSNA1
0.008164454037027	0.463609177451101	0.251	0.212	1	2	RAB8A
0.00836199148610856	0.752349411873061	0.262	0.223	1	2	CITED2
0.00878976049000777	0.398053430066099	0.27	0.231	1	2	ACP1
0.0088929479612847	0.722574200233947	0.272	0.233	1	2	NDUFS8
0.00973010056056569	0.31488457133065	0.589	0.569	1	2	UBE2D3
0	6.91122123585034	0.936	0.041	0	3	CD79A
0	5.71851982869506	0.855	0.053	0	3	MS4A1
2.65597388082529e-274	4.6367473889712	0.916	0.142	3.6424025801638e-270	3	CD79B
2.39762509409901e-272	7.37975668388705	0.564	0.009	3.28810305404738e-268	3	LINC00926
9.48178348771665e-271	6.68805138725732	0.622	0.022	1.30033178750546e-266	3	TCL1A
2.94239518126968e-266	3.97183579402803	0.89	0.118	4.03520075159324e-262	3	HLA-DQA1
2.74501570039047e-237	7.13505065864305	0.488	0.007	3.76451453151549e-233	3	VPREB3
1.17193186890855e-229	4.04484736802301	0.863	0.147	1.60718736502119e-225	3	HLA-DQB1
5.25573613251938e-185	2.98654211129718	1	0.821	7.20771653213708e-181	3	CD74
1.95194498795634e-183	2.8530286247696	1	0.494	2.67689735648333e-179	3	HLA-DRA
2.42006606061893e-170	6.36063050159685	0.381	0.009	3.3188785955328e-166	3	FCER2
2.40627880579874e-165	2.50394286711188	0.985	0.449	3.29997075427239e-161	3	HLA-DPB1
3.30065459943686e-159	4.51958916914491	0.483	0.037	4.52651771766771e-155	3	BANK1
5.21401529283008e-154	2.21607263763767	0.983	0.381	7.15050057258717e-150	3	HLA-DRB1
4.61921320379531e-142	2.1409756752451	0.977	0.421	6.33478898768488e-138	3	HLA-DPA1
4.00716484177571e-138	6.05770194126722	0.311	0.007	5.49542586401121e-134	3	TSPAN13
3.74662820602971e-137	3.82247474150743	0.523	0.065	5.13812592174915e-133	3	HLA-DQA2
7.08341124993854e-135	6.72078965680431	0.297	0.006	9.71419018816571e-131	3	FCRLA
9.11845573872829e-130	2.05466592043703	0.962	0.741	1.2505050200092e-125	3	CD37
1.08036565911297e-119	2.20967659333316	0.852	0.276	1.48161346490752e-115	3	HLA-DRB5
2.2559761388977e-119	3.36633269228742	0.491	0.068	3.0938456768843e-115	3	HVCN1
7.43733395087428e-116	5.52361140199933	0.276	0.008	1.0199559780229e-111	3	PKIG
1.14716305419288e-114	5.48400188718993	0.288	0.011	1.57321941252011e-110	3	HLA-DOB
1.49145634823156e-101	4.68464015792693	0.282	0.015	2.04538323596477e-97	3	BLK
5.30175079184065e-101	2.52569331712877	0.695	0.201	7.27082103593026e-97	3	HLA-DMA
2.75149105335357e-98	3.69257972467748	0.317	0.024	3.77339483056909e-94	3	PDLIM1
3.05733999079623e-98	4.64038762892779	0.288	0.018	4.19283606337795e-94	3	GNG7
9.25292295036691e-98	5.43064302054843	0.265	0.013	1.26894585341332e-93	3	CD72
1.38542098238373e-92	2.92226307061025	0.549	0.126	1.89996633524105e-88	3	HLA-DMB
3.8670523339695e-87	4.81147938473451	0.273	0.02	5.30327557080578e-83	3	P2RX5
2.4775735563188e-84	4.12510485104306	0.291	0.026	3.3977443751356e-80	3	CD40
1.70670630286118e-74	3.83692136063476	0.352	0.056	2.34057702374383e-70	3	EAF2
6.54295097926382e-71	3.6820456959817	0.314	0.044	8.9730029729624e-67	3	PPAPDC1B
3.85473313339085e-69	3.40190236954795	0.375	0.071	5.28638101913221e-65	3	IRF8
1.79702422647021e-66	0.610881554516634	1	0.993	2.46443902418125e-62	3	RPL18A
1.3839090720709e-61	3.21296142589733	0.326	0.058	1.89789290143803e-57	3	CYB561A3
3.295027656438e-61	3.70003973556456	0.27	0.037	4.51880092803907e-57	3	QRSL1
2.24367473450346e-57	3.56878684429892	0.282	0.045	3.07697553089804e-53	3	MARCH1
8.51896215096543e-55	3.55736526160712	0.267	0.042	1.1682904693834e-50	3	MEF2C
1.60961977292848e-52	0.645100173481985	1	0.98	2.20743255659412e-48	3	RPS23
3.8495899586765e-52	3.16370406474315	0.323	0.069	5.27932766932895e-48	3	SMIM14
4.30487619999513e-51	0.711628433618616	0.991	0.943	5.90370722067332e-47	3	RPS11
9.2708513043179e-50	0.578711443407235	1	0.976	1.27140454787416e-45	3	RPS5
5.01291849466356e-49	1.96511046882186	0.465	0.151	6.8747164235816e-45	3	LY86
7.75507120787561e-49	3.08860262363249	0.294	0.06	1.06353046544806e-44	3	PLEKHF2
6.86371482237248e-46	2.12810570883511	0.471	0.176	9.41289850740161e-42	3	SNX2
9.73383757672858e-45	0.773660716708884	0.936	0.669	1.33489848527256e-40	3	LTB
2.46549473383095e-39	1.46084821156633	0.695	0.427	3.38117947797577e-35	3	ISG20
2.5124332357631e-38	1.92425885933616	0.392	0.132	3.44555093952552e-34	3	NCF1
9.69740706028589e-38	1.23660260057403	0.811	0.569	1.32990240424761e-33	3	CXCR4
1.39927849572445e-36	0.413995600998081	1	0.999	1.9189705290365e-32	3	RPL13A
1.1117270794839e-35	1.69833254567325	0.5	0.231	1.52462251680422e-31	3	SNHG7
1.60807939153094e-35	1.11262118095496	0.872	0.781	2.20532007754553e-31	3	LAPTM5
7.39113238775133e-35	0.445567724460414	1	0.986	1.01361989565622e-30	3	RPS8
1.40144388978692e-33	0.384411431038949	1	0.995	1.92194015045378e-29	3	RPL15
3.14680268279265e-31	0.44071661718569	1	0.986	4.31552519918184e-27	3	RPL8
2.05314848314741e-29	2.74071296104836	0.25	0.069	2.81568782978836e-25	3	LAT2
4.3165157188514e-29	1.80399791652696	0.41	0.178	5.91966965683281e-25	3	FAIM3
1.02437136344517e-26	0.384797624419836	0.994	0.982	1.4048228878287e-22	3	RPL18
1.69941018396623e-24	0.377165826522425	0.997	0.993	2.33057112629128e-20	3	RPS27
4.62209608344298e-24	0.378524899085888	0.997	0.985	6.3387425688337e-20	3	RPL10A
1.2999927403886e-23	0.791095832478564	0.843	0.612	1.78281004416893e-19	3	PTPRCAP
9.73434147554648e-23	2.07878341649575	0.273	0.102	1.33496758995644e-18	3	STX7
1.00468831339009e-21	0.571163810241858	0.953	0.886	1.37782955298317e-17	3	CD52
9.95346677967505e-21	0.452908056013414	0.997	0.978	1.36501843416464e-16	3	GNB2L1
1.17812408838646e-20	1.76474802541877	0.297	0.122	1.61567937481319e-16	3	SYPL1
8.94316577229338e-20	0.444858513311213	0.988	0.954	1.22646575401231e-15	3	RPSA
1.89854440827665e-19	0.361368159933561	0.997	0.991	2.6036638015106e-15	3	RPL12
1.22427850956703e-18	0.655865872594938	0.756	0.643	1.67897554802022e-14	3	LIMD2
1.18814665379558e-17	0.33533017511416	0.997	0.985	1.62942432101526e-13	3	RPL29
4.27906038010517e-17	1.65149132721433	0.262	0.111	5.86830340527623e-13	3	BIRC3
2.8581190782199e-16	0.318261526612278	0.994	0.983	3.91962450387076e-12	3	FAU
6.41174337807629e-16	0.276879361700981	1	0.997	8.79306486869383e-12	3	RPS18
1.69362833659779e-15	0.297787710936498	1	0.99	2.32264190081021e-11	3	RPL23A
2.36037549488975e-15	0.475897146002406	0.907	0.859	3.23701895369181e-11	3	RPS21
3.84929163166316e-15	1.61947279577803	0.265	0.121	5.27891854366286e-11	3	PRKCB
7.92653127175359e-15	0.25187229074661	1	0.994	1.08704449860829e-10	3	RPL19
9.89556927497899e-15	0.313637817299036	0.997	0.975	1.35707837037062e-10	3	RPL9
1.21432572616289e-14	0.348697335687515	0.997	0.963	1.66532630085979e-10	3	RPS13
1.21702528166763e-14	0.997122864993901	0.581	0.449	1.66902847127899e-10	3	SNX3
2.53875572171971e-14	0.612611107273197	0.866	0.833	3.4816495967664e-10	3	EEF2
2.93668932503828e-14	1.27861567299304	0.366	0.209	4.0273757403575e-10	3	FAM26F
9.33626571367223e-14	0.287159271441231	1	0.992	1.28037547997301e-09	3	RPL21
2.48371449259129e-13	0.258818478203488	1	0.993	3.40616605513969e-09	3	RPS19
2.75078845936524e-13	1.1355016998505	0.485	0.328	3.77243129317349e-09	3	POLD4
3.91552930706403e-13	0.252269646483667	0.997	0.992	5.36975689170761e-09	3	RPLP2
6.76115093428458e-13	0.335592378114485	0.977	0.952	9.27224239127788e-09	3	RPL37A
7.42373471040702e-13	0.81958443022574	0.576	0.441	1.01809097818522e-08	3	PLAC8
8.586039183476e-13	0.501137203549334	0.913	0.884	1.1774894136219e-08	3	EEF1B2
3.567005631294e-12	0.389802141875534	0.89	0.825	4.89179152275659e-08	3	GLTSCR2
5.3042456789142e-12	0.308719054378483	0.968	0.952	7.27424252406293e-08	3	RPL37
5.71226049905156e-12	0.30899780364888	0.98	0.97	7.83379404839931e-08	3	RPL35
8.60559648307257e-12	1.59309920418385	0.323	0.182	1.18017150168857e-07	3	RPL22L1
2.00497621788022e-11	0.285027288666992	0.988	0.972	2.74962438520094e-07	3	RPL5
2.97371771390139e-11	1.18236469875362	0.328	0.199	4.07815647284437e-07	3	RCSD1
3.16242143784164e-11	1.22279196333375	0.337	0.205	4.33694475985603e-07	3	SEC62
6.53013070357599e-11	0.282447831926601	0.991	0.979	8.95542124688412e-07	3	RPS3A
1.31234782777673e-10	0.92076046641202	0.477	0.357	1.79975381101301e-06	3	PNISR
5.98226464405081e-10	1.4030849319395	0.262	0.147	8.20407773285128e-06	3	BLOC1S2
7.1910865715186e-10	0.281999907074161	0.977	0.955	9.8618561241806e-06	3	RPL27
2.09571422930721e-09	0.542309066808108	0.622	0.517	2.87406249407191e-05	3	HMGN1
3.22819989480293e-09	1.1308672810933	0.305	0.189	4.42715333573273e-05	3	TMEM243
4.0589571700704e-09	1.02042719010887	0.265	0.152	5.56645386303454e-05	3	RNASEH2B
4.21750986874935e-09	1.08069878502855	0.259	0.145	5.78389303400285e-05	3	POU2F2
5.22818729882763e-09	0.864066636956768	0.468	0.345	7.16993606161222e-05	3	CD69
9.75204184587776e-09	0.390051847963339	0.82	0.723	0.000133739501874368	3	RPSAP58
1.17568652180486e-08	1.0039342087163	0.253	0.148	0.000161233649600319	3	DRAM2
4.68369124808154e-08	1.03054329593343	0.573	0.458	0.000642321417761903	3	SELL
6.56009176685552e-08	0.455990709845124	0.701	0.632	0.000899650984906566	3	EIF4A2
7.22550531987093e-08	0.421037034255271	0.791	0.748	0.000990905799567099	3	TSC22D3
3.16076835193339e-07	0.812496264819519	0.326	0.23	0.00433467771784146	3	ZFP36L1
3.46848471003742e-07	0.454996648317636	0.654	0.602	0.00475667993134532	3	ATP6V1G1
4.3332337354077e-07	0.83728137793436	0.358	0.256	0.00594259674473812	3	SP100
4.56307178556637e-07	0.250858246244788	0.881	0.808	0.00625779664672572	3	ARPC3
6.0096151077543e-07	0.648361757258897	0.608	0.539	0.00824158615877424	3	CD53
9.9823201150782e-07	1.13233823533106	0.267	0.18	0.0136897538058182	3	DCK
1.0798079733499e-06	1.11501488909027	0.294	0.207	0.0148084865465205	3	PAPOLA
1.10334587411824e-06	0.31299041480448	0.913	0.876	0.0151312853176575	3	BTG1
2.61968391513871e-06	1.10173938914434	0.273	0.186	0.0359263452122123	3	EZR
3.13131343913109e-06	0.477710477062214	0.669	0.625	0.0429428325042437	3	CCNI
3.62409014858465e-06	0.731827761614459	0.535	0.474	0.0497007722976898	3	ANAPC16
3.90821886556494e-06	0.88359964119238	0.288	0.201	0.0535973135223576	3	HERPUD1
9.61316151910845e-06	0.765763026079172	0.372	0.284	0.131834897073053	3	PTPN6
1.15235311525944e-05	0.492550680291161	0.599	0.558	0.15803370622668	3	ERP29
1.28479802599488e-05	0.65035166857961	0.593	0.557	0.176197201284938	3	UCP2
1.36435894607697e-05	0.73777847260118	0.355	0.273	0.187108185864995	3	SP110
2.66365951953405e-05	0.415007348570002	0.727	0.704	0.365294266508899	3	CIRBP
